[STRING]
String = 60000,test
String = 63718,1級【弓】武力+1
String = 63721,30級【座騎】體力上限+50\n技力上限+50 武力+20 智力+20 速度+7
String = 63722,30級【座騎】體力上限+20\n技力上限+20 武力+10 智力+20 速度+8
String = 63723,30級【座騎】技力上限+50\n智力+20  速度+7
String = 63724,30級【座騎】體力上限+40\n智力+10  速度+7
String = 63725,30級【座騎】體力上限+10\n武力+25  速度+7
String = 63726,30級【座騎】體力上限+20\n速度+8
String = 63727,27級【座騎】體力上限+15 技力上限+10\n速度+7
String = 63728,25級【座騎】體力上限+15  速度+7
String = 63729,25級【座騎】武力+6  速度+7
String = 63730,25級【座騎】體力上限+5\n武力+5  速度+7
String = 63731,25級【座騎】體力上限+15  速度+7
String = 63732,22級【座騎】體力上限+30  技力上限+20\n速度-1
String = 63733,20級【座騎】體力上限+30\n速度-1
String = 63734,20級【座騎】體力上限+10\n智力+10  速度+5
String = 63735,20級【座騎】體力上限+12\n速度+6
String = 63736,18級【座騎】武力+6  速度+5
String = 63737,15級【座騎】體力上限+8\n速度+5
String = 63738,10級【座騎】體力上限+8\n速度+4
String = 63739,10級【座騎】體力上限+3  技力上限+3\n武力+1  智力+1  速度+4
String = 63740,10級【座騎】體力上限+8\n武力+1  速度+4
String = 63741,8級【座騎】體力上限+5\n武力+3  速度+3
String = 63742,8級【座騎】體力上限+15\n速度-1
String = 63743,5級【座騎】體力上限+5\n速度+3
String = 63744,2級【座騎】體力上限+5\n速度+2
String = 63745,1級【座騎】速度+1
String = 63754,20級【道具】華陀窮畢生之力撰寫的醫書。體力上限+50
String = 63755,10級【道具】記載西蜀地形的地圖全集。體力上限+35
String = 63756,50級【道具】來自兩千年後的奇物。智力+30
String = 63757,40級【道具】來自兩千年後的奇物。智力+20
String = 63758,20級【道具】古代流傳下來的兵法書。智力+10
String = 63759,15級【道具】曹操及門客撰寫的兵法書。智力+8
String = 63760,10級【道具】西漢史官司馬遷著作的史書。智力+5
String = 63761,5級【道具】春秋戰國流傳下來的古籍。智力+3
String = 63762,5級【道具】講解如何以法術使用火計的術法書。
String = 63763,10級【道具】記載赤焰術最高秘法『赤焰火海』的上級術法書。
String = 63764,5級【道具】講解如何以弩車進行作戰的兵法書。
String = 63765,10級【道具】記載連弩最高秘訣『連弩狂濤』的上級兵法書。
String = 63766,8級【道具】講解如何以火箭弓兵進行作戰的兵法書。
String = 63767,16級【道具】記載火箭最高秘訣『火箭天襲』的上級兵法書。
String = 63768,15級【道具】講解如何以龍砲進行作戰的兵法書。
String = 63769,20級【道具】記載龍砲最高秘訣『衝射龍砲』的上級兵法書。
String = 63770,15級【道具】講解如何以投石車進行作戰的兵法書。
String = 63771,20級【道具】記載炬石最高秘訣『炬石煉獄』的上級兵法書。
String = 63772,12級【道具】講解如何以火輪發動奇襲的兵法書。
String = 63773,16級【道具】記載火輪最高秘訣『火輪濤殺』的上級兵法書。
String = 63774,12級【道具】講解如何以滾石發動奇襲的兵法書。
String = 63775,16級【道具】記載滾石最高秘訣『滾石怒衝』的上級兵法書。
String = 63776,8級【道具】講解如何以法術引發地下噴泉的術法書。
String = 63777,13級【道具】記載地泉術最高秘法『地泉鯨浪』的上級術法書。
String = 63778,8級【道具】講解如何設計地茅機關的兵法書。
String = 63779,13級【道具】記載地茅刺最高秘訣『茅刺遍地』的上級兵法書。
String = 63780,10級【道具】講解如何以法術製造突石的術法書。
String = 63781,15級【道具】記載突石術最高秘法『突石四方』的上級術法書。
String = 63782,25級【道具】製造炎牆時不可或缺的火藥。
String = 63783,31級【道具】製造大範圍炎牆時必備的火藥桶。
String = 63784,15級【道具】施展集火柱之術時所用的符咒。
String = 63785,20級【道具】施展強火柱之術時所用的符咒。
String = 63786,10級【道具】施展太極門之術時所用的法印。
String = 63787,15級【道具】施展太極華陣之術時所用的法印。
String = 63788,22級【道具】講解如何施展八卦之術的術法書。
String = 63789,25級【道具】記載八卦陣最高秘法『八卦六角陣』的上級術法書。
String = 63790,15級【道具】講解如何引發雷擊的術法書。
String = 63791,25級【道具】記載雷擊術最高秘法『雷擊燋獄』的上級術法書。
String = 63792,15級【道具】講解如何引發五雷轟頂的術法書。
String = 63793,20級【道具】記載五雷術最高秘法『狂雷天牢』的上級術法書。
String = 63794,12級【道具】講解如何安排伏兵的兵法書。
String = 63795,18級【道具】記載伏兵連陣最高秘訣『伏兵排陣』的上級兵法書。
String = 63796,12級【道具】講解如何安排伏兵於敵後方的兵法書。
String = 63797,18級【道具】記載後伏連陣最高秘訣『後伏排陣』的上級兵法書。
String = 63798,32級【道具】講解如何使用轒轀車進行作戰的兵法書。
String = 63799,37級【道具】記載伏轒轀車最高秘訣『駟轒轀車』的上級兵法書。
String = 63800,32級【道具】講解如何驅使懸浮火燈的術法書。
String = 63801,37級【道具】記載旋燈術最高秘法『旋燈怒張』的上級術法書。
String = 63802,20級【道具】講解如何驅使爆裂飛燈的術法書。
String = 63803,30級【道具】記載蓮華術最高秘法『蓮華轟天』的上級術法書。
String = 63804,15級【道具】講解如何引發龍捲風的術法書。
String = 63805,20級【道具】記載旋風術最高秘法『龍捲旋風』的上級術法書。
String = 63806,10級【道具】進行突擊作戰時，用來振奮軍心的戰鼓。
String = 63807,15級【道具】決心背水一戰時，用來激化士氣的戰鼓。
String = 63808,10級【道具】講解如何利用火牛陣進行作戰的兵法書。
String = 63809,15級【道具】記載火牛陣最高秘訣『火牛烈崩』的上級兵法書。
String = 63810,25級【道具】攻城用的衝車。
String = 63811,30級【道具】衝鋒作戰時不可或缺的衝車部隊。
String = 63812,25級【道具】召喚屍鬼的法器。
String = 63813,30級【道具】召喚大規模屍鬼軍隊時必備的法器。
String = 63814,30級【道具】會噴火的炎獸像。
String = 63815,35級【道具】能自動進行噴火攻擊的機關怪獸。
String = 63816,10級【道具】講解如何利用野獸進行作戰的兵法書。
String = 63817,15級【道具】記載驅豹最高秘訣『驅豹突擊』的上級兵法書。
String = 63818,20級【道具】講解如何利用神鳶進行作戰的兵法書。
String = 63819,30級【道具】記載神鳶最高秘訣『神鳶空襲』的上級兵法書。
String = 63820,25級【道具】可搭載弓箭兵的塔車。
String = 63821,35級【道具】可搭載大量弓箭兵的井闌部隊。
String = 63822,40級【道具】使用時間之術『八門金鎖』所需的法器。
String = 63823,30級【道具】來自黃泉國的寶珠。
String = 63824,35級【道具】可打開冥府之門的寶珠。
String = 63825,20級【道具】用來療傷的法器。
String = 63826,25級【道具】用來療傷的高級法器。
String = 63827,15級【道具】可同時治療數人的法器。
String = 63828,20級【道具】可同時治療數人的高級法器。
String = 63829,37級【道具】召喚天龍的古銅鏡。
String = 63830,37【道具】召喚地脈之氣的古銅鏡。
String = 63831,37級【道具】呼喚流星的媒介。
String = 63832,20級【道具】講解如何操作浮游雷彈的術法書。
String = 63833,30級【道具】記載浮雷術最高秘法『浮雷光陣』的上級術法書。
String = 63834,20級【道具】外觀邪惡且嗜人血的大盾。
String = 63835,25級【道具】被惡靈附身的大盾，可防禦任何攻擊。
String = 63836,20級【道具】召喚神獸『麒麟』的神器。
String = 63837,20級【道具】召喚神獸『青龍』的神器。
String = 63838,20級【道具】召喚神獸『玄武』的神器。
String = 63839,20級【道具】召喚神獸『白虎』的神器。
String = 63840,20級【道具】召喚神獸『朱雀』的神器。
String = 63841,20級【道具】人形的紙符。
String = 63842,25級【道具】可變化成敵士兵的人形紙符。
String = 63843,20級【道具】記載土遁之術的忍術捲軸。
String = 63844,25級【道具】記載土遁之秘奧義『土遁隱殺』的高級捲軸。
String = 63845,15級【道具】記載火雷玉之術的忍術捲軸。
String = 63846,20級【道具】記載火雷玉之秘奧義『火雷鬼玉破』的高級捲軸。
String = 63847,20級【道具】記載忍鏢之術的忍術捲軸。
String = 63848,25級【道具】記載忍鏢之秘奧義『隱忍鏢陣』的高級捲軸。
String = 63849,【道具】記載隱分身之術的忍術捲軸。
String = 63850,【道具】記載隱分身之秘奧義『木忍隱分身』的高級捲軸。
String = 63851,15級【道具】講解如何召喚魔劍的密笈。
String = 63852,20級【道具】記載召喚至兇魔劍的絕世密笈。
String = 63853,15級【道具】講解如何召喚聖劍的密笈。
String = 63854,20級【道具】記載召喚至高聖劍的絕世密笈。
String = 63855,20級【道具】可召引地龍的寶珠。
String = 63856,30級【道具】能自由操縱地龍的寶旗。
String = 63857,20級【道具】可召引火龍的寶珠。
String = 63858,30級【道具】能自由操縱地龍的寶旗。
String = 63859,20級【道具】可召引水龍的寶珠。
String = 63860,30級【道具】能自由操縱地龍的寶旗。
String = 63861,20級【道具】可召引風龍的寶珠。
String = 63862,30級【道具】能自由操縱地龍的寶旗。
String = 63863,18級【道具】敏捷的輕型機關車
String = 63864,22級【道具】徹底剖析龍牙車奧妙的圖卷。
String = 63866,10級【道具】改變時間為白晝的法器。
String = 63867,10級【道具】改變時間為暗夜的法器。
String = 63868,10級【道具】用來呼風喚雨的法器。
String = 63869,10級【道具】用來召喚風雪的法器。
String = 63870,25級【道具】散發宜人香氣，能加速集氣的香爐。
String = 63871,25級【道具】散發噁心臭氣，能減緩集氣的香爐。
String = 63872,25級【道具】講解如何預先積蓄氣力的兵法書。
String = 63873,30級【道具】記載如何預先積蓄大量氣力的兵法書。
String = 63874,22級【道具】記載如何善用天象，增加武將技威力的兵法書。
String = 63875,22級【道具】記載如何運用地形，增加士兵防禦力的兵法書。
String = 63876,22級【道具】記載如何指揮士兵，增加士兵命中率的兵法書。
String = 63879,20級【道具】皇帝親賜的戰鼓，能提升武將戰力。
String = 63880,20級【道具】記載著許多惡言惡語，可重創敵人的自信心。
String = 63881,20級【道具】鼓舞士氣用的號角，聲音相當宏亮。
String = 63882,20級【道具】記載昔日楚國鄉土歌謠的書籍。
String = 63883,25級【道具】講解如何削減敵士兵防禦力的兵法書。
String = 63884,25級【道具】講解如何提昇我士兵防禦力的兵法書。
String = 63885,25級【道具】講解如何拖慢敵士兵速度的兵法書。
String = 63886,25級【道具】講解如何加快我士兵速度的兵法書。
String = 63887,30級古代暴君的頭骨，蘊含極深的怨念。
String = 63888,35級【道具】太古魔王蚩尤的頭骨，迄今仍然詛咒著人世間。
String = 63889,30級【道具】西楚霸王項羽的頭骨，蘊含霸者之氣。
String = 63890,35級【道具】歷代君王使用的玉璽，蘊含至高無上的秘力。
String = 63891,15級【道具】講解如何截斷敵軍退路的兵法書。
String = 63892,15級【道具】講解如何預留退路的兵法書。
String = 63893,5級【道具】講解如何以拒鹿角進行作戰的兵法書。
String = 63894,10級【道具】記載拒鹿角秘訣『鹿角十重』的上級兵法書。
