[STRING]
String = 60000,阵型说明(自设武将)
String = 66036,关凤进驻我军 %s\n我军与刘备军缔结同盟\n我军付出聘礼 %s、%s、金钱 %d\n我军获得嫁妆 %s、%s、金钱 %d
String = 66037,关凤进驻孙权军 %s\n我军与孙权军缔结同盟\n我军付出嫁妆 %s、%s、金钱 %d\n我军获得聘礼 %s、%s、金钱 %d
String = 66038,末将近闻刘备迎娶孙权之妹孙仁，刘、孙两家似有联合一气之势，我军当多加留意。
String = 66039,孔明舌战群儒
String = 66040,吾观现今局势，曹操势大，我军恐难抵御，不如联合东吴孙权，以为应援。使孙、曹相持，吾等于中取利，有何不可？
String = 66041,此计甚妙！可速办。
String = 66042,吾主玄德公特遣孔明前来拜会孙将军并江东诸豪杰，望结盟齐心，共破曹贼。
String = 66043,我军诸葛亮出使孙权军
String = 66044,刘备军诸葛亮前来拜访
String = 66045,闻先生之言，顿开茅塞。吾意已决，更无他疑。即日议定联盟，共灭曹操。
String = 66046,我军与孙权军外交度上升 %d\n我军与孙权军缔结同盟
String = 66047,我军与刘备军外交度上升 %d\n我军与刘备军缔结同盟
String = 66048,闻先生结庐躬耕，自比管、乐此等济世之才，今为玄德公辅佐，当设妙计，拯民于水火之中，何故惧曹贼势大，欲受我江东庇护？
String = 66049,先生托称联盟抗曹，依吾观之，实乃惧曹军势大，分明求救于我江东，而犹言不惧，此真大言欺人也！
String = 66050,哼！孔明欲效张仪、苏秦之舌，游说东吴耶？
String = 66051,汉历传至今，天数将终。今曹公已有天下三分之二，人皆归心。刘玄德不识天时，强欲与争，正如以卵击石，安得不败乎？
String = 66052,曹操虽挟天子以令诸侯，犹是相国之后。刘玄德虽云中山靖王苗裔，却无可稽考，眼见只是织席贩履之夫，何足与曹操抗衡？
String = 66053,孔明所言，皆强词夺理，均非正论，不必再言。且请问孔明治何经典？
String = 66054,公好为大言，未必真有实学，恐适为儒者所笑。
String = 66055,多闻足下之才，能抗曹操百万军势，先生辅佐刘玄德与曹操决战，必深知彼军虚实，敢求教益。
String = 66056,诚如君言，刘玄德何不降操？
String = 66057,哼！玄德乃英雄之人，当守义不屈，难道孙某便是贪生怕死之人，见敌军势大便可轻降乎？孔明实欺我太甚！
String = 66058,我军与曹贼相抗，甲兵不完，城郭不固，军不经练，粮不继日，然君不见夏侯惇、曹仁辈亦难撼我军势分毫，孔明窃谓管仲、乐毅之用兵，未必过此。寡不敌众，胜负乃其常事。坐议立谈，无人可及；临机应变，百无一能，诚为天下人笑柄而已！
String = 66059,玄德公以区区仁义之师，尤挺身相抗曹贼百万残暴之众。今江东兵精粮足，犹欲使其主屈膝降贼，不顾天下耻笑。由此论之，吾主玄德公真不惧曹贼也！
String = 66060,#b03#以苏秦、张仪为辩士，不知苏秦、张仪亦豪杰也；苏秦佩六国相卬，张仪两次相秦，皆有匡扶人国之谋，非比畏强凌弱，惧刀避剑之人也。君等闻曹操虚发诈伪之词，便畏惧请降，敢笑苏秦、张仪乎？
String = 66061,此无父无君之言！人生天地间，以忠孝为本。公既为汉臣，则见不臣之人，当誓共戮之。曹操既食汉禄，不思报效，反怀纂逆之心，天下所共愤；公以天数归之，真无父无君之人也！不足与语！请勿复言！
String = 66062,曹操既为曹相国之后，则世为汉臣矣；今乃专权肆横，实乃汉室之乱臣，亦曹氏之贼子也。玄德公堂堂帝胄，当今皇帝，按谱赐爵，何云无可稽考？且高祖出身亭长，而终得天下；织席贩屦，又何足为辱？公小儿之见，不足与高士共语！
String = 66063,寻章摘句，世之腐儒也，何能兴邦立事？且古圣伊尹，姜子牙，张良、陈平之流，皆有匡扶宇宙之才，未审其生平治何经典。岂亦效书生拘泥于笔砚之间，数黑论黄，舞文弄墨而已？
String = 66064,儒有君子小人之别；君子之儒，忠君爱国，务使泽及当时，名留后世。然小人之儒，惟务雕虫，专工翰墨，笔下虽有千言，胸中实无一策；且如杨雄以文章名世，而屈身事逆贼王莽，不免投阁而死；虽日赋万言，亦何取哉！
String = 66065,曹操部下足智多谋之士，能征惯战之将，多如过江之鲗，兵多粮足，军器车马，一应俱全。依此观来，曹操不图江东，待取何地？愿将军量力而处之。若无能以江东之众，与其抗衡，不如早与之绝；若其不能，何不从众谋士之论，伏首称臣？
String = 66066,玄德公乃王室之胄，英才盖世，众所仰慕。若事有不济，惟死节而已，岂可屈处人下？
String = 66067,亮言语冒犯，望乞恕罪。今天下能抗曹操者，惟玄德公与将军而已。曹操之众，远征疲惫，此乃“强弩之末”者也。今将军诚能与豫州协力同心，破曹军必矣。操军破，而鼎足之形成矣。成败之机，在于今日，望将军慎思。
String = 66068,末将近闻刘备、孙权两军议定联盟，此事影响天下局势甚钜，我军当多加留心。
String = 66069,曹操提议群国结盟对抗董卓
String = 66070,诸君今奉大义同讨董卓，必立盟主，众听约束，然后进兵。愚见以为，袁本初四世三公，门多故吏，汉朝名相之裔，可为盟主。
String = 66071,天下诸侯大会，商议进兵讨伐董卓之策。
String = 66072,盟主之位，非君不可，本初莫要推辞。
String = 66073,绍才德低微，岂能担任盟主大位？此事万万不可！
String = 66074,某既受诸君抬爱，盟主大位，本初只好勉力担当。绍虽不才，既承公等推为盟主，有功必赏，有罪必罚。国有常刑，军有纪律。各宜遵守，勿得违犯。
String = 66075,%s外交度上升 %d\n%s互结同盟
String = 66076,坚愿为前锋，冲杀敌阵。
String = 66077,吾当总督粮草，应付诸营，无使有缺。
String = 66078,为国出力，玄德义不容辞，当与天下英雄同诛国贼。
String = 66079,愿从盟主号令，同诛董贼。
String = 66080,天下诸侯同心结盟，董贼可除也。
String = 66081,天下英雄既推举本初为盟主，乔某自无异议。
String = 66082,哈哈！联盟一成，董贼受死之日不远。
String = 66083,吾等当以盟主为首，互不相犯，同讨董贼。
String = 66084,众人缔结同盟，互不相犯，何愁董贼不除？
String = 66085,万众一心，实乃天下之福。
String = 66086,陶谦让小沛给刘备
String = 66087,某知主公年迈多病，早有赋闲养老之意，玄德公奉行仁义，可将辖地托付之，主公以为如何？
String = 66088,近观刘玄德贤名太盛，来日必成众矢之的，陶某若将辖地托付之，岂非陷我辖地百姓于兵燹战乱？此事万万不可。
String = 66089,老夫年迈，二子不才，不堪国家重任。刘公乃帝室之胄，德广才高，可领老夫辖地。老夫情愿乞闲养病。
String = 66090,我军邀宴刘备
String = 66091,陶谦邀宴刘备
String = 66092,今汉室凋零，树功立业，正在此时。吾主辖地殷富，户口百万，刘使君领此，不可辞也。
String = 66093,陶府君多病，不能视事，玄德公勿辞。
String = 66094,如玄德定不肯从，邻近有城，名小沛，足可屯军。请玄德权领，暂为驻军，如何？
String = 66095,陶公乃仁人君子，玄德结盟相助，为义也。今若无端据辖地为己有，天下将以备为无义之人。
String = 66096,玄德不敢应予，望君见谅。
String = 66097,玄德非为取辖地而来，汝等莫陷我于不义。
String = 66098,陶公相让再三，玄德只得权领小沛，请受我薄礼，以谢陶公盛意。
String = 66099,刘备军占领小沛\n我军获得赠礼 %s、金钱 %d
String = 66100,我军占领小沛\n我军付出赠礼 %s、金钱 %d
String = 66101,玄德初领小沛，恐不识地形风土，陶某特命%s二人留驻小沛，以辅佐刘公。
String = 66102,我军%s转仕刘备军
String = 66103,%s加入我军
String = 66104,属下近闻陶谦欲让辖地与刘备，但刘备坚执不受，只领小沛一地，刘、陶两军似将合流，主公须小心留意。
String = 66105,陶谦势力转给刘备
String = 66106,请玄德公来，不为别事，只因老夫病已危笃，朝夕难保！望明公可怜此间百姓，收领老夫辖地，吾死亦瞑目！
String = 66107,陶谦约见刘备
String = 66108,吾子平庸，不堪大任。令其掌理政事，必生祸端。
String = 66109,某举一人，可为公辅；系北海人，姓孙，名干，字公佑。此人可使为从事。
String = 66110,孙干出仕  进驻我军 %s
String = 66111,吾人旧部听令！玄德公乃当世人杰，汝等此后归其麾下，听任调派，不可有违。
String = 66112,呜呼！陶公病殁，世间少一仁人君子。玄德当全军挂孝，大设祭奠。
String = 66113,陶谦病重亡故
String = 66114,陶谦势力并入我军\n陶谦旧部 %s˙˙等 %d 员转仕我军\n陶谦辖地 %s˙˙等 %d 座建物归入我军
String = 66115,陶公有子，何不传之？
String = 66116,玄德无甚才德，安能当此大任？
String = 66117,禀主公，陶谦日前身亡，临终时将旧部、辖地皆托与刘备，刘备军力霎时大增，我军须得防范。
String = 66118,曹操要胁单福
String = 66119,近日闻刘备得一军师，名曰单福。此人通兵法，颇有谋略，不知是何来历？
String = 66120,此非单福也。此人幼好学击剑，尝为人报仇杀人，后为同伴救出牢狱，乃更姓名而逃，遍访名师，折节向学。此人乃颍川徐庶，字元直，单福乃其托名。
String = 66121,徐庶之才，比君何如？
String = 66122,十倍于吾。
String = 66123,惜乎贤士归于刘备！羽翼成矣！
String = 66124,徐庶为人至孝。幼丧其父，止有老母在堂。现今老母无人侍养。公可迎其母来我军，伪作书信召其子，则徐庶必至矣。
String = 66125,妙哉！速办此事。
String = 66126,单福离开刘备
String = 66127,某本颍川徐庶，字元直，为因逃难，更名单福。蒙玄德公不弃，重用有加。
String = 66128,无奈老母今为曹操囚禁，老母手书来唤，庶不容不去。非不欲效犬马之劳，奈慈亲被执，不得尽力。今当告归，容图后会。
String = 66129,元直天下奇才，久在我军，尽知虚实。今若使归曹操，必然重用，我其危矣。主公宜苦留之，切勿放去。操见元直不去，必斩其母。元直知母死，必为母报仇，力攻曹操也。
String = 66130,不可，使人杀其母，而吾用其子，不仁也。留之不使去，以绝其子母之道，不义也。吾宁死，不为不仁不义之事。
String = 66131,某才微智浅，蒙玄德公重用。今不幸半途而别，实为老母之故。
String = 66132,元直当下便去。
String = 66133,乞再聚一宵，来日饯行。
String = 66134,今闻老母被囚，虽金波玉液不能下咽矣。
String = 66135,恨不能插翅飞去。
String = 66136,备闻公将去，如失左右手，虽龙肝凤髓，亦不甘味。
String = 66137,元直言尽于此，拜谢玄德公爱护有加。元直就此拜别。
String = 66138,徐庶抵达曹营
String = 66139,庶闻家母于曹公府上作客，望曹公请出相见。
String = 66140,公乃高明之士，何故屈身而事刘备乎？
String = 66141,某幼逃难，流落江湖，蒙玄德大恩重用。今为老母而弃之来此，庶不胜愧感。
String = 66142,公今至此，正可晨昏侍奉令堂，吾亦得听清诲矣。
String = 66143,吾尝闻曹操欺君罔上，刘玄德则为仁义之人。今观曹公辖地，富足安乐，万民归心。
String = 66144,曹公仁义比之刘备，未必不如也，我儿可善事之。
String = 66145,徐庶进驻我军 %s
String = 66146,母亲之命，庶岂敢不从，此后自当辅佐曹公，助其大业。
String = 66147,孽子！吾以为汝学业有进，何其反不如初也！汝既读书，须知忠孝不能两全。
String = 66148,岂不识曹操欺君罔上之贼？刘玄德乃汉室之胄，仁义布于四海，汝既事之，得其主矣。
String = 66149,汝凭一纸伪书，更不详察，遂弃明投暗，自取恶名，吾若不自绝性命，有何面目见祖宗于泉下！
